name,filename,mapId,mapUid,bronzeScore,silverScore,goldScore,authorScore
$sLustrous $FC0Ni$FD0gh$FE0ts$FF0ky,Lustrous Nightsky.Map.Gbx,4cc49a54-1b71-409d-bc84-06ccd030aa86,krL8zZ713yRiH3I3AyfUiv807Be,72000,58000,51000,47981
$oNAC - $fffCa$F00me$ffflot,NAC - Camelot.Map.Gbx,6620bcf9-42ef-4c9a-b252-47f8dcd2477d,l5YjdOQmVe8fBUeAsvzU690_Vx7,84000,67000,60000,55692
$F90$o$s$nVANILLA $F60SKY,VANILLA SKY.Map (1).Gbx,49a20fcf-cd8c-41cd-bac5-117dc0f0464d,LzcC01yMwZDGV7da9BXYPh9DBRi,67000,53000,47000,44058
$o$i$aa0Kack$05ay of$09a the$6a0 Da$aa0y,Kacky of the Day.Map.Gbx,c2e03e76-f121-4201-9537-995b2088a07e,MLxFYl60K4OV1aHxnJyCs_8QcYd,91000,73000,64000,60091
Grassy seed,Grassy seed.Map.Gbx,5a0ed369-cebd-49a0-bc6f-20210cf6e6ea,MPSVPEL23UspoEXtNDWVLrIiIp1,76000,61000,54000,50168
TMFL - Chichén Itzá,TMFL_-_Chichen_Itza.Map.Gbx,901e0230-0353-458f-8be8-1ee07b02d321,MyammIyBm8TGoOo1J497fjH2d4e,119000,95000,84000,79048
$oBack To The $FC6Present,Back_To_The_Present.Map (1).Gbx,bc6e8ee0-a345-4741-ab1e-451c57aae75a,NhGxBErWUkraUxUnL7hc50cLfTm,73000,58000,52000,48152
$i$o$n$0ffCanyon Chase $fff(NFS Carbon Tribute),Canyon Chase (NFS Carbon Tribute).Map.Gbx,023074f1-164b-48f4-930a-35b846f5064a,niStZQ3yK2cJQSTSAGoRJ5f8Rp9,59000,47000,42000,38722
$s$F93Ascent $fffft kiMi,70334 - Ascent ft kiMi.Map.Gbx,19225369-acdc-434a-ac2d-e568f2168aca,njRbB2kShFkibe1OcfCvBFvJpKg,68000,54000,48000,44884
$s$i$fffC$defa$bdfp$9cfy$6bfb$4afa$29fr$08fa $fffft $fffH$defe$bcfn$9bfk$69fi$48fs$27fm$05fe,Capybara ft Henkisme.Map.Gbx,252be7de-b2e3-4e8f-ada9-f4a62fc19add,nVqmTS9dqx1mHdmlQbJFFyVfoH9,69000,55000,49000,45477
Shaky Sands ft' Henkisme,Shaky Sands ft' Henkisme.Map.Gbx,b3c86923-a8ab-4df6-aef9-f6ccf417ac5e,nzS4vaKnAQ94IJSuvf_JIoWT06k,74000,59000,52000,48778
Temple of the lost god,Temple of the lost god.Map.Gbx,7e1bb345-ed65-413f-860e-d56f8ae0d221,oZXL4vfvyXEweOY63AHHomSUiAe,72000,58000,51000,47978
$s$i$09fXNO $fffft man0x,XNO ft man0x.Map.Gbx,d47e75b0-e29d-4b24-b190-1a380183fe62,p2c6bJ1FoPi6D8yNIF6JcQMMSN2,64000,51000,45000,42162
$o[MTC] $F00Eventful $F60Descent,[MTC] Eventful Descent.Map.Gbx,b8762814-3337-4f1d-93af-7c60ae5054a4,Qi4R2rAE36DsVco_DJglpr96eQ4,42000,34000,30000,27791
Egrillaer ft' Scarzor,Egrillaer ft' Scarzor.Map.Gbx,f1e0713b-7d16-4148-a5d6-dc23dce056fa,qs7BbZds5JcImhgQnJ1Jp_lGC9f,56050,51220,47090,46271
$A00Crimsoned,Crimsoned.Map.Gbx,c29a98e8-0ec2-4979-b3a5-08382fd8ba97,RkUb0mvIxeKKhfiG7YfTViMv5Da,69000,56000,49000,45993
$s$o$fffNew $3cfLumina $fff$nft' Ealipse,New Lumina ft' Ealipse.Map (5).Gbx,9f7da150-b72c-4516-8bef-bc3e06e73523,sEgY_wt0oKQRFLfgy1_NvgAycD3,66000,53000,47000,43680
$330D$440e$650u$760s$860 $970E$B80x$C90 $C90M$B80a$970c$860h$650i$540n$330a,Deus ex machina.Map.Gbx,96a384f9-721a-4fed-afc7-78a54154922c,tGVSdnDvqCkyI1lliX4QUGRsvMm,63000,50000,45000,41660
$3CFHydro$F90Power,8F763967AB9309181F970C0012C8DD1758DB95AB222F50753EFC86BB607BCB084BC645CA8DB9600EF9333108EAD67414.Map.Gbx,2c71df19-4004-42d0-8f4d-ac6b15f4a8be,TWvJ9qhtORK9Gc1cSDbLNKt710e,78000,63000,55000,51778
$o$f00Blood Rush $fffAkira,Blood Rush Akira.Map.Gbx,d7f0f64d-e52d-46df-b6d8-c2bc06757261,U6Ycc_t7u9vSA3sWhQeQFIV9H7,58000,46000,41000,38121
$3F9Cloverfield $FFFDrift,Cloverfield Drift.Map.Gbx,247c9d2b-11e6-4231-9230-6d532acaa15a,Ulz60Tkc0Zcxd12Lgw6Ie8PZK93,66000,53000,46000,43378
$s$F00R$F10e$F20d$F40d$F50a$F60s',Reddas'.Map.Gbx,6f16b60e-85af-407e-8371-291a0f00aac5,URvkdCcCw52gpB2wfS1iEgPn_Bd,79000,64000,56000,52558
$iMECHANICAL DAWNS  $o$ff0[ 4 ],MECHANICAL DAWNS  [ 4 ].Map.Gbx,0a2ce949-4bc1-481b-b7b8-a865ecdf6e8b,uSAX9kZt6fgnf1e4kbH4YpWVuZ1,57000,46000,40000,37711
$s$f00Ca$d60st$bb0el$af0lo $0fcAr$3cdco$78dba$a5ele$c3eno $zft Queen_Clown,Castello Arcobaleno ft Queen_Clown.Map.Gbx,44bc4fea-db85-4f5a-ae2d-10d878184583,UumGuB4JcFt8ZKsNIMdJqLlCDL8,66000,53000,47000,43613
"$s$6FFE$6FEte$6FDr$6FCni$6FBt$6FAy,$6F9 $6F8Bu$6F7t $6F6E$6F5ve$6F4r$6F3yw$6F2h$6F1er$6F0e","Eternity, But Everywhere.Map.Gbx",40845b84-46e3-47ac-8e8d-68a05cb6807b,uZGsex5E8hMNyO1dJHnyEM7cqC7,84000,67000,59000,55452
$S$IRebirth,Rebirth.Map.Gbx,c0fe9c5c-0952-4743-9f3f-d4b0f5955659,vAL2yFlf9SJIkgQRnNRMX7XBENf,66000,53000,47000,43544
$FFFit's a bit windy up here,it's a bit windy up here.Map.Gbx,e4627722-eb15-462b-9f4c-6ca900d3336f,vy7RM_dYomSeLOzG3trVF5wvaa4,69000,56000,49000,45921
$s$F30Trick$F40'r'$F50Treat,Trick'r'Treat.Map.Gbx,8d538a9b-7167-4207-8a9a-95302c93040f,w8kHLl3R1m5Pz12FN2x860pQ2O9,61000,49000,43000,40301
High Above,High Above.Map.Gbx,7284aca5-48f5-4f77-916b-9f0e672e7df3,WgUv60UqtUrcAuDKrV7PgQbosKf,86000,69000,61000,57321
Put it in reverse!,Put it in reverse!.Map.Gbx,0a86bc3a-dd8c-49a2-9d66-a54e874a4857,WkwK8NSUG9H62UjYszKYYjIcnS3,61000,49000,43000,40498
$n$o$s$iNAC $000- $f70Taste of Fall $effft' Calagaaan,NAC - Taste of Fall ft' Calagaaan.Map.Gbx,776a3d1a-ec31-4237-8979-12667cf296dd,wMjY56G5i4TBQYlNT2xAbbdUEuh,69000,55000,49000,45400
$FFFOn$EEFce$DEF $DDFi$CDFn $BCFa $ACFB$ABFl$9BFue$8AF M$7AFo$79Fo$69Fn,Once in a Blue Moon.Map.Gbx,5412ecd8-1135-41be-a738-c034d1833358,Xi7xYZqn2MV9AmSWn9HnxRcG6V6,70000,56000,49000,46078
$s$s$fffHyperion$0c0'$fffs Retreat $0c0ft' $fffSki Freak,Hyperion's Retreat ft' Ski Freak.Map.Gbx,53ffd19f-8d40-4825-a3e3-9417aa7f1e0c,XIfc1d0qEWkAHWaCFp6IGKfsD5,88000,71000,62000,58370
$097$o$sB$197i$1A8o$2A8sp$3A8h$3B9e$4B9re,Biosphere.Map.Gbx,6a50aecb-d03b-4abf-8919-2c1c988287d2,XTc1Pmio_vG_pe0ULUjEooNnPm4,64000,51000,46000,42467
$i$f00Merciless ,Merciless .Map.Gbx,962b28bb-0bf1-42f4-a948-c17b90f0f552,XUOHwNAX1fgTEpX18t71Ic1qXl0,79000,63000,56000,52008
$FC0LE$FD0MON $FE0NUCL$FF0EAR,LEMON NUCLEAR.Map.Gbx,1eeef043-225d-4de0-8dae-2c5dedb2f971,xVqMnHpdSFbmHNC0dHdrXTqn6pg,73000,59000,52000,48363
Circuit Zandvoort ,Circuit Zandvoort .Map.Gbx,9e422a85-58e4-4b49-8349-b4e4427f7bd4,xzIEPrbgpr4975ZeGrVkEbq64nm,70000,60000,53000,50924
$i$n$o$fffNiep$f00o$fffdlegli $f00(ft mime),Niepodlegli (ft mime).Map.Gbx,fb172852-8923-49ab-891a-0aa31235d451,Y2bQgvqir3OfalJIZgFlciu8K99,70000,56000,50000,46498
$n$s$b$0d0 Cut Down , Cut Down .Map.Gbx,458cd2f7-8cac-4021-9a17-4c8ce4c1945d,ybDJakj2QFSZyOozt7EBLDd1OQj,67000,54000,48000,44441
$s$d22C'cL$fff Axiom ft KyleA $03a«,C'cL Axiom ft KyleA «.Map.Gbx,927c1bf0-e0c9-4b28-b2a7-3cfa4b522f69,yeFAM60Q98oifkGtZxeZ3U6X392,57000,46000,40000,37584
$F90Am$F91br$F92os$F93ia,Ambrosia.Map.Gbx,d3f941f4-9985-46a2-a15e-e200e745976f,yI1a6dfSAvXk2LfRAamUoKUEVYb,73000,58000,51000,48032
$900$sP$fffrotocol 783-$900A,Protocol 783-A.Map.Gbx,1c2f304b-41fa-457e-9b5a-14747a8a6eac,yXwqPDqn9B_nzZMukfLg_e0sCXa,77000,62000,54000,50843
$00FBlue $01fR$02fi$04fp$05ft$06fi$08fd$09fe,Blue Riptide.Map.Gbx,f69940d3-808b-487c-abcb-fed2647a6b4b,Yys9roRsBmWUToSlL4F4u3yTMca,67000,54000,48000,44624
$93FSpace $C96Junk,Space Junk.Map.Gbx,d02dc754-20d0-4de1-a70d-f9b303f9dd3b,zeJYCT6fz8cp5Rr7JkjCFATEfQi,58000,46000,41000,38145
$s$o$070Forsari $FFF ft $0c0contacT,Forsari  ft contacT.Map.Gbx,9543f6c4-51d4-49d0-b255-ce19f046e41a,zFkmZ_GctRhZ8n9sY_VthirvSKe,67000,54000,48000,44502
$s$o$f45Royal $fffFiesta,Royal Fiesta.Map.Gbx,2db2473a-29c4-433d-b7a7-136cdc2a63ce,ZTwES1R3U2V3Ql6CpUEnDN1R_o8,77000,61000,54000,50744
$i$oGilneas ft' Vixxa,Gilneas ft' Vixxa.Map.Gbx,6966b64e-538c-4304-bc26-2bc10ec574fc,_hj6m1VhWELiuo4b0_EqjdEHM1b,112000,84000,67000,64228
$g$0C9Super $fff77,Super 77.Map.Gbx,d16cb06e-2c71-4bac-b24f-5ec0bfa2c4bf,_QuSefCEuqBvRPhRI8_eW9u0RBg,71000,57000,50000,47148
$sLIFELESS DIRT,LIFELESS DIRT.Map.Gbx,b437f3e0-ed7b-451d-8afb-efb5273b5121,0nQ6A5WWlCR87S7iFpadgU1fjE5,70000,56000,50000,46590
Perdita,Perdita.Map.Gbx,342df24e-76c2-47d4-8e3d-a3648b51c5d7,2nJ5N_Xzkw4wY_j31lmIao74t7e,65000,52000,46000,42718
$s$F30 Crispy Chilli Oil, Crispy Chilli Oil.Map.Gbx,cbdd123c-892e-450e-ac3c-8a7a469803c4,3hkDTCJB3s5FZEZy9ev13jfoEdg,75000,60000,53000,49546
$s$iGarden Snake,Garden Snake.Map.Gbx,9e3a003e-b67c-4005-8c88-f20af808ff88,3uAs_JvnMemK5lien_tkSpXjlh5,69000,56000,49000,45988
$fff[$3CFSIT$fff] Technical Ice ft' Sympthome,[SIT] Technical Ice ft' Sympthome.Map.Gbx,5ea04648-024b-41e9-bf61-cb7d0e9eed69,435jDBtrN5b03mA6wQswixtiWsf,29500,29000,28600,28303
$s$i$FC0 Mechаnic Вeeswaх, Mechаnic Вeeswaх.Map.Gbx,ce77c00d-1af2-4fcc-a77f-5eeb87bb71af,4LehXWF_sLKwoBd9zDdeqwV51Cg,66345,60540,56502,54604
$i$sFrozen Fury,Frozen Fury.Map.Gbx,41dddf8b-2021-4091-96a5-b60671b48733,4RtTix7KQZOrYGi62IWA26Xs977,67000,54000,47000,44328
Glacialis ft' Gioksz,Glacialis ft' Gioksz.Map.Gbx,ea50c902-679a-4400-a403-329b899d127a,5P0k2lR5MP_kIGDMv2pJUfgEmzm,69000,55000,49000,45525
$i$oXatu,Xatu.Map.Gbx,61b61af5-cdb6-4b0d-9d2a-6b339f385c25,7DPQKTREMfnvI_sXHj5ukU4ECi0,66000,53000,47000,43998
$s$o$n$c33AKITA SLIDE,AKITA SLIDE.Map.Gbx,592d863c-99fd-42f4-baa2-0a33876a83e5,7fhWA2IieiLaZ1WQvUH1E4sgpml,74000,59000,52000,48990
Guilty Conscience (ft Mephistö),Guilty Conscience (ft Mephistö).Map.Gbx,b32f6f0e-72e0-45e2-a129-1f0f51062091,7ijvCol4QWzp8SpjOCwnP_z_EXk,63000,50000,45000,40595
$o$060B$170l$280ac$390k$390 $490J$590ad$690e,Black Jade.Map.Gbx,80302944-b40d-4cf8-b25a-00c4824606ed,89I3ZHH0qhCtGYfX3vOf90jz2h4,78000,63000,56000,51994
$i$FFFMile $040Z$FFFero,Mile Zero.Map.Gbx,d521f4f9-2e4b-404c-8a80-fd005bcb11a2,A_KS_19tfM8dkSSXF5p9CB2HWx4,60000,50000,44000,42346
$o$s$fff| $bbbChampions $fffDrift |,Champions_Drift__.Map.Gbx,2bbfe896-4e84-49cb-a829-617419443172,a9Pnyc49EKHVqUpi1ZAEoqmWmr0,87000,69000,61000,57492
$111C$CCCu$111r$CCCi$111o$CCCs$111i$CCCt$111y,Curiosity.Map.Gbx,99a890b3-0037-4c9c-8c42-95c09afb2cdc,aGMpQ0gXBTXuLkvBnAqZy8mJOTm,57000,46000,41000,37973
$AFCGANEDEN $FE0II,GANEDEN II.Map.Gbx,3acdbab5-6114-4e32-a083-69a494aebc67,ajK4zNr_ZvkObCxiS4T4F_BWvUl,66000,53000,47000,43422
$o$ff0 Beachside Paradise $fff4, Beachside Paradise 4.Map.Gbx,3c9c6f51-1c26-4b1f-b23c-6157be943339,B3I_BVY7FtRt1cTIllsk7R9KqH3,68000,54000,48000,44973
$i$s$30CB$30Eo$30Fb$FFFSlee,BobSlee.Map.Gbx,b608b854-2c1c-47b7-916d-336f713f2809,B8juNCBYAmJDlfPZAJsnfh9RhC8,69000,56000,49000,45989
$i$oRooftop Secrets $z$ift' shorty,Rooftop Secrets ft' shorty.Map.Gbx,6554b18e-f6b1-4029-8b4e-b00fcf947686,BBKm2oM3s2lYYB_lTcNCEgeg2Y1,79000,63000,56000,52395
$91EM$75Ea$58Ey$3CEa,Maya.Map.Gbx,5e85f03e-e6ec-43dd-aeb6-0c26c9f8e042,bKN9epoJXuOSLZ2EICCNbCUVwSm,67000,54000,48000,44444
$n$i$s$t$o$360Ae$470tu$580rn$690is,Aeturnis.Map.Gbx,ffc5f20d-c103-42da-903a-f90484e28677,bPQQQNnpcC3u88uYxEr1lyWEiTm,74000,59000,52000,48686
Butter Kraft Mac,Butter Kraft Mac.Map.Gbx,6e8c4572-10b8-4692-ae3e-42a86807aa5e,CMYPpc0wqoVP_UVg6cWTKVAWZll,55000,44000,39000,36303
$i$o$F0FPr$C0Fec$90Far$60Fio$30Fus,Precarious.Map.Gbx,8f1d612f-4149-4c6d-9b1b-c5c993f7b992,Cq2TxKZupLBCvtQc5jxBbsq0X8e,63000,51000,45000,41677
$i$o$0FFP$F00A$FF0T$3F0C$60FH$FFFWORK,PATCHWORK.Map.Gbx,16164ece-a3e6-4f7f-98f8-673b17587d2e,cqYejLttyD8oYG3igME2_9UAHz1,65000,52000,46000,42861
Ceramic Terrace,Ceramic Terrace.Map.Gbx,7c213041-2b35-4fd5-bf02-d2d6815b1cfe,CxVgpC7yvEvdEBSL4Kk6SKrTdue,71000,57000,50000,47017
$o$FFFO$CCCP$FFFU$CCCS,OPUS.Map.Gbx,e16b5a3c-cb4c-4f39-bb8f-b89886ce6964,Cyea0ZPP1AVqzqiqLezlCYw5LP7,62000,50000,44000,41222
$o$0F0Alpha Decay,Alpha Decay.Map.Gbx,248d9180-029d-4ef2-932b-4b688f539c7b,d4dKnZXI_8rpOzw1px8ca1c38x6,66000,53000,46000,43352
$00FT$55FR$AAFI$FFFC$FFFO$FAAL$F55O$F00R,TRICOLOR.Map.Gbx,58453d81-5f16-4b37-8b2f-0e1f723e08ba,dpGAuTlbU43ZFXo9ebBq8O8BsL5,72000,58000,51000,47995
$t$s$n$o$i$555Cloud $9dfS$8cft$7bfo$6afr$69fa$58fg$47fe$z,Cloud Storage.Map.Gbx,09b6b47f-3349-4eed-b357-a3246cba20ae,DSkN2z8FQjp_QQmntm4thbrsf8g,67000,54000,48000,44491
$i$o$CCFBa$C9Fla$96Cen$639a $FFFFt Oclavukixus,Balaena Ft Oclavukixus.Map.Gbx,aeb547ed-dfee-4ddd-bd52-654490f55229,EBfG4g4zDXp3OzsBjV7r91_4QO0,67000,54000,48000,44444
$o$s$000CHROMA's$9F3 HIDEOUT $FFFFt Xefas,CHROMA's HIDEOUT Ft Xefas.Map.Gbx,7d2ee8c2-e6dd-4195-a986-9c27d66a8470,EgUgXeBV8vpEth2hZgSzLhlHRs8,70000,56000,49110,46268
$s$ff0[MINI] $0CFWATA,[MINI] WATA.Map.Gbx,9e643e24-0036-4e6f-9f12-6d532790bb21,eNjOXYq_4wiPtwN_XSknpJTwYte,37000,30000,26000,24291
$i$s$36FR$27Fc$28Fa$18Fd$09Fi$09Fa$0AF $0BFMi$0CFx $fff- Oxygen,Rcadia_Mix_-_Oxygen.Map_1.Gbx,65c78baf-eec3-4459-8eca-9133e35174a0,FnkPqlcbilVydv7NgGL_2dUSPxf,95000,76000,67000,62893
$i$fffSmooth Criminal $000- $FFFft elliot,Smooth Criminal - ft elliot.Map.Gbx,2f8f1493-783b-4a55-adb4-6752670568c4,H2vizj2y7Jqc5dznImB4NaSbnx3,67000,54000,48000,44653
$n$oWORK IN $FC3PROGRESS,WORK in Progress.Map.Gbx,0ee6d969-f58f-4a7e-8716-7d25a795dd03,HisPAAWhTMTjQPxhMJtMak7Daud,70000,56000,49000,46368
$s$0BFS$0CFk$0EFy$0FFl$0FFi$4CCn$789e,Skyline.Map.Gbx,1bb77db3-aa0e-480b-921c-25141e156da7,HNzx9ZQV09m3eF3fXDXJlB2T6J3,63000,51000,45000,41878
$C83$oD$AAAevil $C83D$AAAon't $C83D$AAAance,Devil Don't Dance.Map.Gbx,80b9b34a-7647-433f-90ae-fff36b97d323,i6UyJ8aY6oXrlcEgPWZPNGDt5j8,74000,59000,52000,48857
$o$s$F60Sk$F71y$F82ho$F93lm - $F60Ft Nightwolf,Skyholm - Ft Nightwolf.Map.Gbx,798b4f36-48d9-426f-af7b-70cd5bbf2d92,iGJAethRRGn2S7Q48SomDJl6fX2,68000,55000,48000,45120
$s$666In $777The $888Shad$999ow $999Of $888The $777Vall$666ey,In The Shadow Of The Valley.Map.Gbx,dd2209bd-9c02-49db-b318-7cef62767743,IhGzPu9zI_smjwT5126E9GJ2Sc1,70000,56000,50000,46434
$s$F90N$FFFassau,172107A141BBD8CC3F079FD0DC3AD65DB736DE7CAE55611F328907CF30ACEB1B6592FB874DB23DA2E8EEF27C4CE1707C.Map.Gbx,d5507799-46a5-4be6-9df5-90165d90cfb4,ijbQuMxo_487pCfz2RUxrIOvNha,61000,49000,43000,40363
$F63Ti$F64be$F65t $F66西藏 $FFF$s- ft Zengo,B87E509CABB31C79185F2CEE87F9CCA493C293414FB15B9756AA796109AC6BA7C706B6D1391524201C088C186847CE3C.Map.Gbx,bce5380d-21ab-4d10-b590-4912c1654e30,itZMSL8GKL3wVSjsgAPQ0d66bK8,80000,70000,65000,62830
$s$3F3s$4F4p$5F5r$6F6o$7E7u$8E8t$9E9 $9E9o$AEAf$BEB $CFCh$DFDo$EFEp$FFFe,sprout of hope.Map.Gbx,5fab071d-ea87-4c21-be2e-1f0e3f2cc460,jNe3A8qyFCZKdUnZxeEmQq7VfW6,60000,48000,42690,40225
$o$n$i$0dfAdhesion $0efZero $eeeft' sophie,Adhesion Zero ft' sophie.Map.Gbx,5bcfc935-f020-4a4c-9bc5-a9837b03d198,jNMsiTF1SbFuBovY_lHzNZBdGs1,81000,65000,57000,53515
$o$s$n$FFFP$EEEA$DDDN$CCCT$CCCH$DDDE$EEEO$FFFN $fff- $1dfPOSEIDON,PANTHEON - POSEIDON.Map.Gbx,06dbbd86-e3fa-42aa-b998-7c1301b21b2a,KEWSYn7VIVzsmXZPmjBvm5vYd54,65000,52000,46000,43012
$s$F90P$F91og$E92ga$E93do$E94p$E95o$D95l$D96is$D97 2$C9803$C993,Poggadopolis 2033.Map.Gbx,11d40c4f-5d95-48ca-a564-a7576fad1c30,kgeriJWc1DqgHfAnRX6k8d3XW2c,85000,68000,60000,56105
$o$t$0F9#RUINS 5,#RUINS 5.Map.Gbx,56dc553e-fea0-4e53-b14f-e254d0a654b8,kNB2rqE08jUlWf78w11YjrMCYuj,70000,60000,55000,52658
The Wurst Map ft proof_,The Wurst Map ft proof_.Map.Gbx,8f5de440-d3f0-462b-a9ab-a8741cd75521,kOBwoY77SDPjx2vyFze4IFKGo38,70000,56000,49000,46046
Lost Oasis,Lost Oasis.Map.Gbx,3d3739fd-2ef1-488d-b5ba-e026fecf8225,lcxFr_45WhmcySkxBxGu9th1EGm,66000,53000,47000,43848
$BCDA$CDEd$DEEa$EEFm$FFFs $789R$89Aa$ABCc$BCDe,Adams Race.Map.Gbx,cf140579-b0c9-41f2-8e86-029df64e44d2,lNbTf5BWYd8Pp81L6xzRQcPdDH5,39000,31000,28000,25601
Eggflip,Eggflip.Map.Gbx,999aaf7a-fdc5-4f2d-9972-8c1d67f83339,MH8WnAOEI3HAQkBVlBOeyK4rLC9,12000,10000,9000,7672
$o$t$0F9UP & DOWN $g$zft proof_,UP & DOWN ft proof_.Map.Gbx,9a78bbab-6223-4985-9fd6-4858870f2a86,mlikgNqQTxsjBXyB7L46fdq0bkg,73000,59000,52000,48607
$s$e44W$fa2e$fe2l$2a4c$27fo$92am$000e $631H$fffo$fbcm$7dee,Welcome_Home.Map.Gbx,ec1e2e61-2bc0-4f02-84dd-0d049e36116a,MUkh8Ly_HKVNKji3KTRtuFHirka,69000,55000,49000,45683
#fantasia,#fantasia.Map.Gbx,22bb2ae4-c14e-4b64-acd4-def6387940b4,mVkXbeiVyQQXIIJhVQcmiwlGDL8,85000,70000,65000,61335
$o$s$000[$fffMTC$000] $FC3Mystic $000Rush,[MTC] Mystic Rush.Map.Gbx,1ccee3c9-1aa1-4b2a-8c50-f006b4da5507,NEmxBQOb4WQuysKmCvu97ACTwad,65000,52000,46000,42698
#Lighthouse,#Lighthouse.Map.Gbx,a0f85d7a-5ac9-4bef-a780-126555455f09,nK5KeFPJA_eh12yVGlPeaK4AJsj,70000,60000,57000,53956
$S$IMomentum,Momentum.Map.Gbx,9d1ab14c-8c74-485d-b90f-c414d13b485a,ojMI54pv6tLnGAlSW7eRR9Q6mv,68000,54000,48000,44857
New Orleans,New Orleans.Map.Gbx,de53e377-b8a4-4157-9863-e98cb6e137a9,OJxg9aBz6jCbHpZb6YoeLaa_dlf,73000,58000,51000,48105
Trojan Horse #fixed,Trojan Horse #fixed.Map.Gbx,acb214b6-d55e-4a8e-b5aa-aa23250fe54c,P4qD5P6i5htZMbpF_eup9V3hJL0,82000,66000,58000,54214
$z$s$F39»$FF0ytrap $0FFloop$F39«,»ytrap loop«.Map.Gbx,2246a66d-2ad5-4d53-b13f-aa2900e1a487,PGZpn8WBCQIb6cpxtcisbLYDaLf,49000,39000,35000,32277
Croc Falls ft Brave,Croc_Falls_ft_Brave.Map.Gbx,c92c3c03-d74c-4dda-8850-6ad91233f69b,pJuBEUsSGF1ODVhRSIqLHNiqrjf,60000,48000,43000,39716
$s$06fOdarath,Odarath.Map.Gbx,5f89ed24-9713-488d-a70f-757d30c7b5ba,PNcGZP6m7la7W5WUFCaJmhq8AJ6,64000,51000,45000,42365
$s$b$F0C $F1CK$F2Ca$F3Cn$F4Cz$F5Ca$F6Cn, Kanzan.Map.Gbx,cff6c1c8-6099-4057-bbe3-2ded11f22417,Pv7aELleCy7xTwnIsI3DuTQDm_8,61000,49000,43000,40211
$39FJ$3AFi$3BFka$3CFn,Jikan.Map.Gbx,4731e5b9-64f9-42d7-b8aa-adb21159d779,q_eMTjfMqK35qsA8zFtfhT4_YMi,68000,55000,48000,45023
$i$bfbBOGUS $FFFft' $bfbMASSA,BOGUS ft' MASSA.Map.Gbx,bf26932f-0414-4e6f-8a47-0204746b56ad,q1kDVh5fq1OCKfyFjJ2QAnB9UW8,52980,49210,46690,45058
$o$i$n$555Ch$444aot$333ic $F00E$F10n$F20e$F40r$F50g$F60y,Chaotic Energy.Map.Gbx,3f2b798f-3222-4dab-9f54-192546be38bc,q9WHIa_ctXWQyGxJ4JK8pPgvKb0,70000,56000,50000,46532
$FC0S$FFFagano,Sagano.Map.Gbx,5e49ae89-f75b-4e1b-86b1-ab1330fe37e4,qA5fG0I5qhloZogSs873hz2Ddy4,62000,50000,44000,41071
$oFractured Dimension,Fractured Dimension.Map.Gbx,0f07750a-9ad6-4f86-b435-4d88a6d099f0,qdXBgSWu6_fXEPFPAHiGxz40tgb,60000,48000,43000,39914
$s$f06Hikone $n$fffft Nightwolf,Hikone ft Nightwolf.Map.Gbx,60de1c01-4cb8-4c3a-a8be-ff4d0ecc0fa9,rhLG8sdiQrOw24xShMUuCKfRfjm,68000,54000,48000,44995
$s$i$508E$509n$419s$41ao$32ar$32bc$22ce$23cl$23dl$14dm$14ee$04en$05ft,Ensorcellment.Map.Gbx,2baf9f9a-974c-436b-abed-930edd2d1f6f,rmsEpxmBoDpKDQH70zrNbxdb0j3,57000,46000,40000,37584
$o$s$fffMi$c63x$fffed $fffFeelings 2,Mixed Feelings 2.Map.Gbx,531a1127-2655-4ac9-a79a-6f6640424733,RoxgZAbloq3MhOXeiDTrzkX3nL0,63000,50000,44000,41345
$o$fffRAL$0bf5$fff015,RAL5015.Map.Gbx,9c09ee56-0607-4aae-81f4-530f98e1eeea,rvia9wT6_7JQ4NOGeVWHmzg52Km,63000,51000,45000,41675
$CCFr a $CDFi n $CEFd r o$CFF p s,r a i n d r o p s.Map.Gbx,752894b8-126d-4957-831b-f099b2266891,RYdFWnMp72SDgjXPe3wkL3yczj6,61000,49000,43000,40136
$s$9CFPoint $03CNemo $fff ft deadfish,Point Nemo  ft deadfish.Map.Gbx,7cd936dd-c2b2-4cea-88cc-931745a3c69a,SfTtu747SiGcAC6pSqMoe_lVxwe,68000,54000,48000,44971
$s$f3fBonk$fffphobia $n$cffft' Nightwolf,Bonkphobia ft' Nightwolf.Map.Gbx,6244f294-7234-4bcd-9bea-3b0b0ea7673f,SMTt5FhRD981YL8gg16zaXMU20e,60000,55000,50000,45000
$F63Ba$F73ll$F83oo$F93n S$FA3ky$FB3li$FC3ne,Balloon Skyline.Map.Gbx,0cd1eb26-942d-42eb-8238-71f0e0df6308,Solovjc9CIFrh6lF_LRnLwraNK7,67000,54000,48000,44348
$s$o$fffMTC - $ffcSolstice,MTC_-_Solstice.Map (2).Gbx,14ad45fe-4142-4130-b072-bbe7dc1f0394,SXj6UD2tdc_ymk1cX2Ja2pDmlua,296000,237000,209000,196945
Ghostly Boardwalk,Ghostly Boardwalk.Map.Gbx,07a0055a-e3c4-48c0-a7e7-aa4a785455cb,tCxv_MiF2CceWNZ4zkS3wvTZMe5,71000,57000,51000,47246
$s$o$09fTechnical $000Endeavour,Technical Endeavour.Map.Gbx,919046ce-c77c-43b9-9c24-76544110b076,To_dnYV8EM9L8txCgHPXttfth70,65000,52000,46000,42786
